job_id	job_type	description	statement	user_name	status	running_status	created	finished	modified	fraction_completed	high_water_timestamp	error	coordinator_id
1089492914641993729	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 05:27:31.392218+00	2025-07-15 05:27:31.574152+00	2025-07-15 05:27:31.574152+00	1	NULL		1
1089493898511810561	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-15 05:32:31.64546+00	2025-07-15 05:32:31.833643+00	2025-07-15 05:32:31.833643+00	1	NULL		1
1089494096040591361	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 05:33:31.926451+00	2025-07-15 05:33:32.116418+00	2025-07-15 05:33:32.116418+00	1	NULL		1
1089495473252925441	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-15 05:40:32.21831+00	2025-07-15 05:40:32.42651+00	2025-07-15 05:40:32.42651+00	1	NULL		1
1089499209845997569	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 05:59:32.536013+00	2025-07-15 05:59:32.698119+00	2025-07-15 05:59:32.698119+00	1	NULL		1
1089499387759591425	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-15 06:00:26.822258+00	2025-07-15 06:00:45.603697+00	2025-07-15 06:00:45.603697+00	1	NULL		1
1089499407235186689	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress_history	Partial statistics update for system.public.job_progress_history	node	succeeded	NULL	2025-07-15 06:00:32.77442+00	2025-07-15 06:00:32.95311+00	2025-07-15 06:00:32.95311+00	1	NULL		1
1089500784346136577	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress_history	Table statistics refresh for system.public.job_progress_history	node	succeeded	NULL	2025-07-15 06:07:33.03534+00	2025-07-15 06:07:33.261677+00	2025-07-15 06:07:33.261677+00	1	NULL		1
1089501205681340417	NEW SCHEMA CHANGE	DROP DATABASE tpcc CASCADE	DROP DATABASE tpcc CASCADE	root	succeeded	all stages completed	2025-07-15 06:09:41.495782+00	2025-07-15 06:09:42.030599+00	2025-07-15 06:09:42.030599+00	1	NULL		1
1089501206790635521	SCHEMA CHANGE GC	GC for DROP DATABASE tpcc CASCADE	GC for DROP DATABASE tpcc CASCADE	node	succeeded	waiting for MVCC GC	2025-07-15 06:09:41.94491+00	2025-07-15 10:14:42.576065+00	2025-07-15 10:14:42.576065+00	1	NULL		1
1089503734413524993	AUTO CREATE STATS	Table statistics refresh for system.public.statement_activity	Table statistics refresh for system.public.statement_activity	node	succeeded	NULL	2025-07-15 06:22:33.324446+00	2025-07-15 06:22:33.806224+00	2025-07-15 06:22:33.806224+00	1	NULL		1
1089503932838379521	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-15 06:23:33.87892+00	2025-07-15 06:23:34.22895+00	2025-07-15 06:23:34.22895+00	1	NULL		1
1089504327404978177	AUTO CREATE STATS	Table statistics refresh for tpcc.public.district	Table statistics refresh for tpcc.public.district	node	succeeded	NULL	2025-07-15 06:25:34.291071+00	2025-07-15 06:25:34.561862+00	2025-07-15 06:25:34.561862+00	1	NULL		1
1089504328466825217	AUTO CREATE STATS	Table statistics refresh for tpcc.public.warehouse	Table statistics refresh for tpcc.public.warehouse	node	succeeded	NULL	2025-07-15 06:25:34.615128+00	2025-07-15 06:25:34.804918+00	2025-07-15 06:25:34.804918+00	1	NULL		1
1089504329265348609	AUTO CREATE STATS	Table statistics refresh for tpcc.public.new_order	Table statistics refresh for tpcc.public.new_order	node	succeeded	NULL	2025-07-15 06:25:34.858812+00	2025-07-15 06:25:35.075479+00	2025-07-15 06:25:35.075479+00	1	NULL		1
1089504330183737345	AUTO CREATE STATS	Table statistics refresh for tpcc.public.item	Table statistics refresh for tpcc.public.item	node	succeeded	NULL	2025-07-15 06:25:35.139082+00	2025-07-15 06:25:35.35098+00	2025-07-15 06:25:35.35098+00	1	NULL		1
1089504331091443713	AUTO CREATE STATS	Table statistics refresh for tpcc.public.customer	Table statistics refresh for tpcc.public.customer	node	succeeded	NULL	2025-07-15 06:25:35.416094+00	2025-07-15 06:25:35.871687+00	2025-07-15 06:25:35.871687+00	1	NULL		1
1089504332800000001	AUTO CREATE STATS	Table statistics refresh for tpcc.public.history	Table statistics refresh for tpcc.public.history	node	succeeded	NULL	2025-07-15 06:25:35.937506+00	2025-07-15 06:25:36.208116+00	2025-07-15 06:25:36.208116+00	1	NULL		1
1089504333884456961	AUTO CREATE STATS	"Table statistics refresh for tpcc.public.""order"""	"Table statistics refresh for tpcc.public.""order"""	node	succeeded	NULL	2025-07-15 06:25:36.268457+00	2025-07-15 06:25:36.540524+00	2025-07-15 06:25:36.540524+00	1	NULL		1
1089504334953578497	AUTO CREATE STATS	Table statistics refresh for tpcc.public.stock	Table statistics refresh for tpcc.public.stock	node	succeeded	NULL	2025-07-15 06:25:36.59473+00	2025-07-15 06:25:36.845527+00	2025-07-15 06:25:36.845527+00	1	NULL		1
1089504336037314561	AUTO CREATE STATS	Table statistics refresh for tpcc.public.order_line	Table statistics refresh for tpcc.public.order_line	node	succeeded	NULL	2025-07-15 06:25:36.925457+00	2025-07-15 06:25:37.20058+00	2025-07-15 06:25:37.20058+00	1	NULL		1
1089504533729148929	AUTO CREATE STATS	Table statistics refresh for tpcc.public.order_line	Table statistics refresh for tpcc.public.order_line	node	succeeded	NULL	2025-07-15 06:26:37.256213+00	2025-07-15 06:26:37.52155+00	2025-07-15 06:26:37.52155+00	1	NULL		1
1089504534776545281	AUTO CREATE STATS	Table statistics refresh for tpcc.public.new_order	Table statistics refresh for tpcc.public.new_order	node	succeeded	NULL	2025-07-15 06:26:37.575859+00	2025-07-15 06:26:37.75655+00	2025-07-15 06:26:37.75655+00	1	NULL		1
1089504535547314177	AUTO CREATE STATS	"Table statistics refresh for tpcc.public.""order"""	"Table statistics refresh for tpcc.public.""order"""	node	succeeded	NULL	2025-07-15 06:26:37.811074+00	2025-07-15 06:26:38.051269+00	2025-07-15 06:26:38.051269+00	1	NULL		1
1089504536527142913	AUTO CREATE PARTIAL STATS	Partial statistics update for tpcc.public.warehouse	Partial statistics update for tpcc.public.warehouse	node	succeeded	NULL	2025-07-15 06:26:38.110094+00	2025-07-15 06:26:38.26441+00	2025-07-15 06:26:38.26441+00	1	NULL		1
1089504537264619521	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress	Table statistics refresh for system.public.job_progress	node	succeeded	NULL	2025-07-15 06:26:38.335153+00	2025-07-15 06:26:38.523455+00	2025-07-15 06:26:38.523455+00	1	NULL		1
1089506564931649537	NEW SCHEMA CHANGE	DROP DATABASE tpcc CASCADE	DROP DATABASE tpcc CASCADE	root	succeeded	all stages completed	2025-07-15 06:36:57.007497+00	2025-07-15 06:36:57.48636+00	2025-07-15 06:36:57.48636+00	1	NULL		1
1089506565855182849	SCHEMA CHANGE GC	GC for DROP DATABASE tpcc CASCADE	GC for DROP DATABASE tpcc CASCADE	node	succeeded	waiting for MVCC GC	2025-07-15 06:36:57.400128+00	2025-07-15 18:49:37.958294+00	2025-07-15 18:49:37.958294+00	1	NULL		1
1089506700820774913	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress	Table statistics refresh for system.public.job_progress	node	succeeded	NULL	2025-07-15 06:37:38.600097+00	2025-07-15 06:37:38.841281+00	2025-07-15 06:37:38.841281+00	1	NULL		1
1089506898458935297	AUTO CREATE STATS	Table statistics refresh for tpcc.public.district	Table statistics refresh for tpcc.public.district	node	succeeded	NULL	2025-07-15 06:38:38.914479+00	2025-07-15 06:38:39.27363+00	2025-07-15 06:38:39.27363+00	1	NULL		1
1089506899875921921	AUTO CREATE STATS	Table statistics refresh for tpcc.public.customer	Table statistics refresh for tpcc.public.customer	node	succeeded	NULL	2025-07-15 06:38:39.346908+00	2025-07-15 06:38:39.858284+00	2025-07-15 06:38:39.858284+00	1	NULL		1
1089506901763227649	AUTO CREATE STATS	Table statistics refresh for tpcc.public.history	Table statistics refresh for tpcc.public.history	node	succeeded	NULL	2025-07-15 06:38:39.922869+00	2025-07-15 06:38:40.21665+00	2025-07-15 06:38:40.21665+00	1	NULL		1
1089506902921805825	AUTO CREATE STATS	Table statistics refresh for tpcc.public.new_order	Table statistics refresh for tpcc.public.new_order	node	succeeded	NULL	2025-07-15 06:38:40.276435+00	2025-07-15 06:38:40.511412+00	2025-07-15 06:38:40.511412+00	1	NULL		1
1089506903905828865	AUTO CREATE STATS	Table statistics refresh for tpcc.public.order_line	Table statistics refresh for tpcc.public.order_line	node	succeeded	NULL	2025-07-15 06:38:40.576737+00	2025-07-15 06:38:40.977582+00	2025-07-15 06:38:40.977582+00	1	NULL		1
1089506905406668801	AUTO CREATE STATS	Table statistics refresh for tpcc.public.warehouse	Table statistics refresh for tpcc.public.warehouse	node	succeeded	NULL	2025-07-15 06:38:41.034753+00	2025-07-15 06:38:41.315838+00	2025-07-15 06:38:41.315838+00	1	NULL		1
1089506906579337217	AUTO CREATE STATS	"Table statistics refresh for tpcc.public.""order"""	"Table statistics refresh for tpcc.public.""order"""	node	succeeded	NULL	2025-07-15 06:38:41.392629+00	2025-07-15 06:38:41.739868+00	2025-07-15 06:38:41.739868+00	1	NULL		1
1089506907909160961	AUTO CREATE STATS	Table statistics refresh for tpcc.public.stock	Table statistics refresh for tpcc.public.stock	node	succeeded	NULL	2025-07-15 06:38:41.798452+00	2025-07-15 06:38:42.137994+00	2025-07-15 06:38:42.137994+00	1	NULL		1
1089506909226598401	AUTO CREATE STATS	Table statistics refresh for tpcc.public.item	Table statistics refresh for tpcc.public.item	node	succeeded	NULL	2025-07-15 06:38:42.200509+00	2025-07-15 06:38:42.442054+00	2025-07-15 06:38:42.442054+00	1	NULL		1
1089507106826485761	AUTO CREATE STATS	Table statistics refresh for tpcc.public.warehouse	Table statistics refresh for tpcc.public.warehouse	node	succeeded	NULL	2025-07-15 06:39:42.503205+00	2025-07-15 06:39:42.746059+00	2025-07-15 06:39:42.746059+00	1	NULL		1
1089507107796844545	AUTO CREATE STATS	"Table statistics refresh for tpcc.public.""order"""	"Table statistics refresh for tpcc.public.""order"""	node	succeeded	NULL	2025-07-15 06:39:42.799333+00	2025-07-15 06:39:43.090764+00	2025-07-15 06:39:43.090764+00	1	NULL		1
1089507108927242241	AUTO CREATE STATS	Table statistics refresh for tpcc.public.new_order	Table statistics refresh for tpcc.public.new_order	node	succeeded	NULL	2025-07-15 06:39:43.144303+00	2025-07-15 06:39:43.333627+00	2025-07-15 06:39:43.333627+00	1	NULL		1
1089507109729861633	AUTO CREATE STATS	Table statistics refresh for tpcc.public.order_line	Table statistics refresh for tpcc.public.order_line	node	succeeded	NULL	2025-07-15 06:39:43.389246+00	2025-07-15 06:39:43.767051+00	2025-07-15 06:39:43.767051+00	1	NULL		1
1089507111133609985	AUTO CREATE STATS	Table statistics refresh for tpcc.public.history	Table statistics refresh for tpcc.public.history	node	succeeded	NULL	2025-07-15 06:39:43.817632+00	2025-07-15 06:39:44.055056+00	2025-07-15 06:39:44.055056+00	1	NULL		1
1089508095176310785	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_activity	Partial statistics update for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 06:44:44.123641+00	2025-07-15 06:44:44.337583+00	2025-07-15 06:44:44.337583+00	1	NULL		1
1089508292717346817	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 06:45:44.408377+00	2025-07-15 06:45:44.582401+00	2025-07-15 06:45:44.582401+00	1	NULL		1
1089510062979645441	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 06:54:44.649557+00	2025-07-15 06:54:44.873299+00	2025-07-15 06:54:44.873299+00	1	NULL		1
1089510850373779457	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-15 06:58:44.943174+00	2025-07-15 06:58:45.117457+00	2025-07-15 06:58:45.117457+00	1	NULL		1
1089511119171682305	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-15 07:00:06.957724+00	2025-07-15 07:00:26.533851+00	2025-07-15 07:00:26.533851+00	1	NULL		1
1089511244377063425	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 07:00:45.183442+00	2025-07-15 07:00:45.350164+00	2025-07-15 07:00:45.350164+00	1	NULL		1
1089511441809735681	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 07:01:45.435103+00	2025-07-15 07:01:45.607837+00	2025-07-15 07:01:45.607837+00	1	NULL		1
1089511495415398401	NEW SCHEMA CHANGE	DROP DATABASE tpcc CASCADE	DROP DATABASE tpcc CASCADE	root	succeeded	all stages completed	2025-07-15 07:02:01.681991+00	2025-07-15 07:02:02.154096+00	2025-07-15 07:02:02.154096+00	1	NULL		1
1089511496335228929	SCHEMA CHANGE GC	GC for DROP DATABASE tpcc CASCADE	GC for DROP DATABASE tpcc CASCADE	node	succeeded	waiting for MVCC GC	2025-07-15 07:02:02.063184+00	2025-07-15 19:06:22.659214+00	2025-07-15 19:06:22.659214+00	1	NULL		1
1089511639209181185	AUTO CREATE STATS	Table statistics refresh for tpcc.public.item	Table statistics refresh for tpcc.public.item	node	succeeded	NULL	2025-07-15 07:02:45.676637+00	2025-07-15 07:02:45.903719+00	2025-07-15 07:02:45.903719+00	1	NULL		1
1089511640157519873	AUTO CREATE STATS	Table statistics refresh for tpcc.public.district	Table statistics refresh for tpcc.public.district	node	succeeded	NULL	2025-07-15 07:02:45.966048+00	2025-07-15 07:02:46.340455+00	2025-07-15 07:02:46.340455+00	1	NULL		1
1089511641576603649	AUTO CREATE STATS	Table statistics refresh for tpcc.public.history	Table statistics refresh for tpcc.public.history	node	succeeded	NULL	2025-07-15 07:02:46.399117+00	2025-07-15 07:02:46.71804+00	2025-07-15 07:02:46.71804+00	1	NULL		1
1089511642831388673	AUTO CREATE STATS	Table statistics refresh for tpcc.public.stock	Table statistics refresh for tpcc.public.stock	node	succeeded	NULL	2025-07-15 07:02:46.782046+00	2025-07-15 07:02:47.15214+00	2025-07-15 07:02:47.15214+00	1	NULL		1
1089511644262006785	AUTO CREATE STATS	Table statistics refresh for tpcc.public.order_line	Table statistics refresh for tpcc.public.order_line	node	succeeded	NULL	2025-07-15 07:02:47.218638+00	2025-07-15 07:02:47.577397+00	2025-07-15 07:02:47.577397+00	1	NULL		1
1089511645663592449	AUTO CREATE STATS	Table statistics refresh for tpcc.public.warehouse	Table statistics refresh for tpcc.public.warehouse	node	succeeded	NULL	2025-07-15 07:02:47.646365+00	2025-07-15 07:02:47.930201+00	2025-07-15 07:02:47.930201+00	1	NULL		1
1089511646796742657	AUTO CREATE STATS	Table statistics refresh for tpcc.public.customer	Table statistics refresh for tpcc.public.customer	node	succeeded	NULL	2025-07-15 07:02:47.992174+00	2025-07-15 07:02:48.526048+00	2025-07-15 07:02:48.526048+00	1	NULL		1
1089511648750501889	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 07:02:48.588411+00	2025-07-15 07:02:48.825496+00	2025-07-15 07:02:48.825496+00	1	NULL		1
1089511649785610241	AUTO CREATE STATS	"Table statistics refresh for tpcc.public.""order"""	"Table statistics refresh for tpcc.public.""order"""	node	succeeded	NULL	2025-07-15 07:02:48.904409+00	2025-07-15 07:02:49.320959+00	2025-07-15 07:02:49.320959+00	1	NULL		1
1089511651389145089	AUTO CREATE STATS	Table statistics refresh for tpcc.public.new_order	Table statistics refresh for tpcc.public.new_order	node	succeeded	NULL	2025-07-15 07:02:49.393664+00	2025-07-15 07:02:49.737913+00	2025-07-15 07:02:49.737913+00	1	NULL		1
1089511849329819649	AUTO CREATE STATS	"Table statistics refresh for tpcc.public.""order"""	"Table statistics refresh for tpcc.public.""order"""	node	succeeded	NULL	2025-07-15 07:03:49.800365+00	2025-07-15 07:03:50.114448+00	2025-07-15 07:03:50.114448+00	1	NULL		1
1089511850537287681	AUTO CREATE STATS	Table statistics refresh for tpcc.public.new_order	Table statistics refresh for tpcc.public.new_order	node	succeeded	NULL	2025-07-15 07:03:50.16885+00	2025-07-15 07:03:50.352277+00	2025-07-15 07:03:50.352277+00	1	NULL		1
1089511851303075841	AUTO CREATE STATS	Table statistics refresh for tpcc.public.order_line	Table statistics refresh for tpcc.public.order_line	node	succeeded	NULL	2025-07-15 07:03:50.402559+00	2025-07-15 07:03:50.691297+00	2025-07-15 07:03:50.691297+00	1	NULL		1
1089511852425674753	AUTO CREATE PARTIAL STATS	Partial statistics update for tpcc.public.history	Partial statistics update for tpcc.public.history	node	succeeded	NULL	2025-07-15 07:03:50.745143+00	2025-07-15 07:03:50.881953+00	2025-07-15 07:03:50.881953+00	1	NULL		1
1089511853075300353	AUTO CREATE STATS	Table statistics refresh for tpcc.public.warehouse	Table statistics refresh for tpcc.public.warehouse	node	succeeded	NULL	2025-07-15 07:03:50.943398+00	2025-07-15 07:03:51.156821+00	2025-07-15 07:03:51.156821+00	1	NULL		1
1089512050639798273	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 07:04:51.235297+00	2025-07-15 07:04:51.413999+00	2025-07-15 07:04:51.413999+00	1	NULL		1
1089512248121688065	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_activity	Partial statistics update for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 07:05:51.50199+00	2025-07-15 07:05:51.726646+00	2025-07-15 07:05:51.726646+00	1	NULL		1
1089512249080446977	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_statistics	Partial statistics update for system.public.transaction_statistics	node	succeeded	NULL	2025-07-15 07:05:51.794581+00	2025-07-15 07:05:51.969714+00	2025-07-15 07:05:51.969714+00	1	NULL		1
1089512249900531713	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_statistics	Partial statistics update for system.public.statement_statistics	node	succeeded	NULL	2025-07-15 07:05:52.044841+00	2025-07-15 07:05:52.209015+00	2025-07-15 07:05:52.209015+00	1	NULL		1
1089512250647740417	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 07:05:52.272879+00	2025-07-15 07:05:52.489001+00	2025-07-15 07:05:52.489001+00	1	NULL		1
1089514217579970561	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 07:15:52.53296+00	2025-07-15 07:15:52.749573+00	2025-07-15 07:15:52.749573+00	1	NULL		1
1089514218501406721	AUTO CREATE STATS	Table statistics refresh for system.public.transaction_activity	Table statistics refresh for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 07:15:52.814151+00	2025-07-15 07:15:53.2184+00	2025-07-15 07:15:53.2184+00	1	NULL		1
1089515989620457473	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_activity	Partial statistics update for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 07:24:53.3168+00	2025-07-15 07:24:53.548232+00	2025-07-15 07:24:53.548232+00	1	NULL		1
1089515990602383361	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 07:24:53.616457+00	2025-07-15 07:24:53.842202+00	2025-07-15 07:24:53.842202+00	1	NULL		1
1089516581395726337	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-15 07:27:53.912279+00	2025-07-15 07:27:54.096814+00	2025-07-15 07:27:54.096814+00	1	NULL		1
1089517761934622721	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_activity	Partial statistics update for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 07:33:54.184156+00	2025-07-15 07:33:54.400948+00	2025-07-15 07:33:54.400948+00	1	NULL		1
1089517762856583169	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 07:33:54.465517+00	2025-07-15 07:33:54.707236+00	2025-07-15 07:33:54.707236+00	1	NULL		1
1089518943639273473	AUTO CREATE STATS	Table statistics refresh for system.public.reports_meta	Table statistics refresh for system.public.reports_meta	node	succeeded	NULL	2025-07-15 07:39:54.811794+00	2025-07-15 07:39:55.018275+00	2025-07-15 07:39:55.018275+00	1	NULL		1
1089520124254322689	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_activity	Partial statistics update for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 07:45:55.106914+00	2025-07-15 07:45:55.330243+00	2025-07-15 07:45:55.330243+00	1	NULL		1
1089520125220225025	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 07:45:55.401689+00	2025-07-15 07:45:55.632599+00	2025-07-15 07:45:55.632599+00	1	NULL		1
1089521699088433153	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress_history	Partial statistics update for system.public.job_progress_history	node	succeeded	NULL	2025-07-15 07:53:55.708145+00	2025-07-15 07:53:55.874804+00	2025-07-15 07:53:55.874804+00	1	NULL		1
1089522093050593281	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_activity	Partial statistics update for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 07:55:55.935859+00	2025-07-15 07:55:56.172693+00	2025-07-15 07:55:56.172693+00	1	NULL		1
1089522094157561857	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 07:55:56.273679+00	2025-07-15 07:55:56.470267+00	2025-07-15 07:55:56.470267+00	1	NULL		1
1089522488252301313	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-15 07:57:56.541844+00	2025-07-15 07:57:56.762684+00	2025-07-15 07:57:56.762684+00	1	NULL		1
1089522907722088449	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-15 08:00:04.541177+00	2025-07-15 08:00:27.068076+00	2025-07-15 08:00:27.068076+00	1	NULL		1
1089524062195679233	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 08:05:56.871243+00	2025-07-15 08:05:57.153491+00	2025-07-15 08:05:57.153491+00	1	NULL		1
1089524063336464385	AUTO CREATE STATS	Table statistics refresh for system.public.transaction_activity	Table statistics refresh for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 08:05:57.219392+00	2025-07-15 08:05:57.656073+00	2025-07-15 08:05:57.656073+00	1	NULL		1
1089526031214444545	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_activity	Partial statistics update for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 08:15:57.768084+00	2025-07-15 08:15:58.015547+00	2025-07-15 08:15:58.015547+00	1	NULL		1
1089526032234938369	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 08:15:58.079516+00	2025-07-15 08:15:58.28+00	2025-07-15 08:15:58.28+00	1	NULL		1
1089528392469479425	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_activity	Partial statistics update for system.public.statement_activity	node	succeeded	NULL	2025-07-15 08:27:58.365937+00	2025-07-15 08:27:58.578966+00	2025-07-15 08:27:58.578966+00	1	NULL		1
1089528393410478081	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_activity	Partial statistics update for system.public.transaction_activity	node	succeeded	NULL	2025-07-15 08:27:58.653106+00	2025-07-15 08:27:58.875087+00	2025-07-15 08:27:58.875087+00	1	NULL		1
1089528549126406145	NEW SCHEMA CHANGE	DROP DATABASE tpcc CASCADE	DROP DATABASE tpcc CASCADE	root	succeeded	all stages completed	2025-07-15 08:28:46.065191+00	2025-07-15 08:28:46.556595+00	2025-07-15 08:28:46.556595+00	1	NULL		1
1089528550113509377	SCHEMA CHANGE GC	GC for DROP DATABASE tpcc CASCADE	GC for DROP DATABASE tpcc CASCADE	node	succeeded	waiting for MVCC GC	2025-07-15 08:28:46.46198+00	2025-07-15 23:43:52.897198+00	2025-07-15 23:43:52.897198+00	1	NULL		1
1089528637928996865	NEW SCHEMA CHANGE	DROP DATABASE tpcc CASCADE	DROP DATABASE tpcc CASCADE	root	succeeded	all stages completed	2025-07-15 08:29:13.172654+00	2025-07-15 08:29:13.65772+00	2025-07-15 08:29:13.65772+00	1	NULL		1
1089528638932746241	SCHEMA CHANGE GC	GC for DROP DATABASE tpcc CASCADE	GC for DROP DATABASE tpcc CASCADE	node	succeeded	waiting for MVCC GC	2025-07-15 08:29:13.568454+00	2025-07-16 00:31:42.823653+00	2025-07-16 00:31:42.823653+00	1	NULL		1
1089528787590742017	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-15 08:29:58.947375+00	2025-07-15 08:29:59.238676+00	2025-07-15 08:29:59.238676+00	1	NULL		1
1089528788708851713	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress	Table statistics refresh for system.public.job_progress	node	succeeded	NULL	2025-07-15 08:29:59.2886+00	2025-07-15 08:29:59.4774+00	2025-07-15 08:29:59.4774+00	1	NULL		1
1089529772623101953	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-15 08:34:59.5554+00	2025-07-15 08:34:59.717782+00	2025-07-15 08:34:59.717782+00	1	NULL		1
1089529806413103105	NEW SCHEMA CHANGE	DROP DATABASE tpcc CASCADE	DROP DATABASE tpcc CASCADE	root	succeeded	all stages completed	2025-07-15 08:35:09.75072+00	2025-07-15 08:35:10.222221+00	2025-07-15 08:35:10.222221+00	1	NULL		1
1089529807317237761	SCHEMA CHANGE GC	GC for DROP DATABASE tpcc CASCADE	GC for DROP DATABASE tpcc CASCADE	node	succeeded	waiting for MVCC GC	2025-07-15 08:35:10.131384+00	2025-07-15 15:22:54.059017+00	2025-07-15 15:22:54.059017+00	1	NULL		1
1089529970004787201	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-15 08:35:59.791506+00	2025-07-15 08:36:00.075249+00	2025-07-15 08:36:00.075249+00	1	NULL		1
1089531347485786113	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-15 08:43:00.165344+00	2025-07-15 08:43:00.35598+00	2025-07-15 08:43:00.35598+00	1	NULL		1
